All Annalena (IRE),2006,Filly,Dubai Destination (USA),Alla Prima (IRE),Lucy Wadham,72,,,122
All For A Buzz ,2005,Filly,Alflora (IRE),G'Ime A Buzz ,William Amos,,,,76
All For Cash ,2005,Gelding,Alflora (IRE),Mrs Moneypenny ,Mrs K. R. Smith-Maxwell,,,,96
All For Free (IRE),2006,Gelding,Atraf ,Milain (IRE),David Bridgwater,,,122,
All Hope ,2007,Filly,Beat All (USA),Spectacular Hope ,Paul Davies,,,,72
All On Red (IRE),2010,Filly,Red Clubs (IRE),Champion Tipster ,George Baker,75,,,
All Or Nothin (IRE),2009,Gelding,Majestic Missile (IRE),Lady Peculiar (CAN),Paddy Butler,70,65,,
All Right Now ,2007,Gelding,Night Shift (USA),Cookie Cutter (IRE),Tony Newcombe,55,,,
All Talk N No Do (IRE),2011,Colt,Kodiac ,Woodren (USA),Seamus Durack,74,,,
All That Remains (IRE),2005,Gelding,King's Theatre (IRE),Morning Breeze (IRE),Brian Ellison,55,,,121
All The Aces (IRE),2005,Gelding,Spartacus (IRE),Lili Cup (FR),Nicky Henderson,88,,,
All The Fashion (IRE),2004,Filly,Alflora (IRE),Fashion Day ,Violet M. Jordan,,,,54
All The Winds (GER),2005,Gelding,Samum (GER),All Our Luck (GER),Shaun Lycett,72,77,,
All Yours (IRE),2011,Filly,Verglas (IRE),Totally Yours (IRE),William Knight,63,,,
Allanard (IRE),2004,Gelding,Oscar (IRE),Allatrim (IRE),Martin Todhunter,,,108,
Allanit (GER),2004,Gelding,Tiger Hill (IRE),Astilbe (GER),Des Donovan,50,,,
Alleged Vanity (IRE),2006,Gelding,Flemensfirth (USA),Vanity Jane (IRE),Chris Grant,,,,72
Allerford Jack ,2004,Gelding,Overbury (IRE),Jiggiwithit ,Richard Woollacott,,,118,
Allergic Reaction (IRE),2011,Gelding,Kyllachy ,Wood Chorus ,William Knight,57,,,
Allerton (IRE),2007,Gelding,Flemensfirth (USA),Bonny Hall (IRE),Fergal O'Brien,,,103,
Allez Cool (IRE),2009,Gelding,Flemensfirth (USA),La Fisarmonica (IRE),John Wade,,,,98
Allied Answer ,2008,Gelding,Danehill Dancer (IRE),Hotelgenie Dot Com ,Steve Gollings,75,,,
Allied Powers (IRE),2005,Gelding,Invincible Spirit (IRE),Always Friendly ,Michael Bell,103,,,
Allnecessaryforce (FR),2010,Gelding,Verglas (IRE),Kosmic View (USA),Richard Fahey,76,,,
Allterrain (IRE),2003,Gelding,Almutawakel ,Queen of Art (IRE),Gary Moore,,,66,
Allthekingshorses (IRE),2006,Gelding,King's Theatre (IRE),Penny Brae (IRE),Philip Hobbs,,,122,
Alluring Star ,2008,Filly,Gentleman's Deal (IRE),Alustar ,Michael Easterby,58,,,
Allusive Power (IRE),2009,Filly,Verglas (IRE),Fernanda ,Anna Brooks,,,,90
Almadan (IRE),2008,Gelding,Azamour (IRE),Alamouna (IRE),Kim Bailey,,,,87
Almagest ,2008,Gelding,Galileo (IRE),Arabesque ,David O'Meara,86,,,
Almail (USA),2006,Gelding,Swain (IRE),Khassah ,Jamie Osborne,59,,,
Almalekiah (IRE),2010,Filly,Clodovil (IRE),Majestic Night (IRE),J. S. Moore,77,,,
Almargo (IRE),2011,Colt,Invincible Spirit (IRE),Alexander Youth (IRE),Mark Johnston,68,,,
Almaty Express ,2002,Gelding,Almaty (IRE),Express Girl ,John Weymes,51,53,,
Almond Branches ,2009,Filly,Dutch Art ,Queens Jubilee ,Sharon Watt,68,,,
Almond Court (IRE),2003,Filly,Accordion,Glencairn Fox (IRE),Robert Johnson,,,86,
Almost Famous (IRE),2011,Colt,Acclamation ,Array of Stars (IRE),Jamie Osborne,47,,,
Almost Gemini (IRE),2009,Gelding,Dylan Thomas (IRE),Streetcar (IRE),Charlie Mann,66,,,
Almowj ,2003,Gelding,Fasliyev (USA),Tiriana ,George Jones,40,,,
Almuheet ,2011,Colt,Dansili ,Arwaah (IRE),Sir Michael Stoute,85,,,
Almutaham (USA),2007,Gelding,Dynaformer (USA),Forest Lady (USA),Nicky Richards,,,,78
Alnawiyah ,2010,Filly,Dalakhani (IRE),Mokaraba ,Charles Hills,70,,,
Alnoomaas (IRE),2009,Gelding,Oasis Dream ,Remarkable Story ,Luke Dace,68,,,
Aloha ,2010,Filly,With Approval (CAN),Almamia ,Roger Varian,75,,,
Along Again (IRE),2011,Filly,Elusive City (USA),American Adventure (USA),Sir Michael Stoute,99,,,
Along Came Rosie ,2004,Filly,Alflora (IRE),Seraphim (FR),Andrew Crook,,,97,80
Alpancho ,2006,Gelding,Alflora (IRE),Run Tiger (IRE),Ben Case,,,117,
Alpha Delta Whisky ,2008,Gelding,Intikhab (USA),Chispa ,John Gallagher,70,72,,
Alpha One (IRE),2006,Gelding,Fruits of Love (USA),Dunedin Lass (IRE),Chris Grant,,,110,
Alpha Tauri (USA),2006,Gelding,Aldebaran (USA),Seven Moons (JPN),Richard Guest,46,69,,
Alpha Victor (IRE),2005,Gelding,Old Vic,Harvest View (IRE),William Kinsey,,,,133
Alphabet Rap (IRE),2011,Gelding,Amadeus Wolf ,Pearls of Wisdom ,David Barron,85,,,
Alpine Mysteries (IRE),2010,Filly,Elusive City (USA),Alpine Gold (IRE),Harry Dunlop,70,72,,
Alquimia (IRE),2011,Filly,Medicean ,Cleide da Silva (USA),Ed Dunlop,66,,,
Als Memory (IRE),2009,Gelding,Red Clubs (IRE),Consensus (IRE),David Evans,81,,,
Alsahil (USA),2006,Gelding,Diesis,Tayibah (IRE),Alan Swinbank,59,,,
Alsaqi (IRE),2010,Gelding,Singspiel (IRE),Oriental Dance ,John Butler,52,,,
Alshan Fajer ,2010,Gelding,Lemon Drop Kid (USA),Illuminise (IRE),Roger Ingram,68,,,
Alta Lilea (IRE),2010,Filly,Galileo (IRE),In My Life (IRE),Mark Johnston,100,,,
Alta Rock (IRE),2005,Gelding,Luso ,Princess Lulu (IRE),Sue Smith,,,107,109
Altaria ,2009,Filly,Rail Link ,Costa Rica (IRE),Seamus Durack,67,,,
Alteranthela (IRE),2004,Gelding,Alderbrook ,Anthela (GER),Richard Rowe,,,81,
Altharoos (IRE),2010,Gelding,Sakhee (USA),Thamara (USA),Sir Michael Stoute,90,,,
Altnaharra ,2009,Gelding,Halling (USA),Gargoyle Girl ,Jim Goldie,45,,,
Alumina (IRE),2011,Filly,Invincible Spirit (IRE),La Reine Mambo (USA),Andrew Balding,57,,,
Alutiq (IRE),2011,Filly,Kodiac ,Marasem ,Eve Johnson Houghton,95,,,
Alvarado (IRE),2005,Gelding,Goldmark (USA),Mrs Jones (IRE),Fergal O'Brien,,,139,
Always Bold (IRE),2005,Gelding,King's Best (USA),Tarakana (USA),Martin Keighley,,,98,99
Always Resolute ,2011,Colt,Refuse To Bend (IRE),Mad Annie (USA),Alan Jarvis,65,,,
Always Right (IRE),2002,Gelding,Right Win (IRE),Kemal Brave (IRE),John Wade,,,140,
Always Waining (IRE),2001,Gelding,Unfuwain (USA),Glenarff (USA),Peter Bowen,,,139,105
Alwaystheoptimist ,2003,Gelding,Muhtarram (USA),Miss Optimist ,Phil Middleton,,,120,122
Alwilda ,2010,Filly,Hernando (FR),Albanova ,Sir Mark Prescott Bt,85,,,
Alys Love ,2011,Filly,New Approach (IRE),Porthcawl ,William Muir,79,,,
Alzanti (USA),2011,Filly,Arch (USA),Proud Fact (USA),Amanda Perrett,78,,,
Alzavola ,2010,Filly,With Approval (CAN),Alizadora ,Sir Mark Prescott Bt,65,,,
Am I Blue ,2006,Filly,Dubai Destination (USA),Seal Indigo (IRE),Mrs D. Thomas,,,,94
Amadaffair ,2011,Filly,Amadeus Wolf ,Italian Affair ,Tom Dascombe,60,,,
Amadeus Denton (IRE),2009,Gelding,Amadeus Wolf ,Wood Sorrel (IRE),Michael Dods,59,,,
Amadeus Wolfe Tone (IRE),2009,Gelding,Amadeus Wolf ,Slieve ,Jamie Osborne,84,,,
Amahoro ,2011,Filly,Sixties Icon ,Evanesce ,Mick Channon,75,,,
Amalric (FR),2007,Gelding,Laveron ,Aimessa du Berlais (FR),Anabel K. Murphy,,,,88
Amanda Wolf (IRE),2010,Filly,Amadeus Wolf ,Alexander Phantom (IRE),James Given,48,,,
Amantius ,2009,Gelding,Multiplex ,Ghana (GER),Johnny Farrelly,68,,,90
Amaseena (IRE),2011,Filly,Shamardal (USA),Indian Belle (IRE),Roger Varian,73,,,
Amaury de Lusignan (IRE),2006,Gelding,Dushyantor (USA),Celtic Sails (IRE),Paul Henderson,,,92,92
Amaze ,2008,Gelding,Pivotal ,Dazzle ,Brian Ellison,84,,,
Amazing Blue Sky ,2006,Gelding,Barathea (IRE),Azure Lake (USA),Ruth Carr,54,44,,
Amazing Maria (IRE),2011,Filly,Mastercraftsman (IRE),Messias da Silva (USA),Ed Dunlop,105,,,
Amazingreyce ,2005,Filly,Rainbow High ,Lightning Belle ,Christopher Kellett,,,,69
Amazonas (IRE),2010,Filly,Cape Cross (IRE),Francesca d'Gorgio (USA),Ed Dunlop,102,,,
Amber Cloud ,2007,Filly,Lomitas ,Diamant Noir ,William Kinsey,,,,109
Amber Heights ,2008,Filly,Kyllachy ,Jumairah Sun (IRE),Henry Candy,57,61,,
Amber Moon ,2005,Filly,Singspiel (IRE),Merewood (USA),Ann Stokell,42,,,
Amberjam (IRE),2010,Gelding,Duke of Marmalade (IRE),Makarova (IRE),Martin Smith,45,,,
Amberley Heights (IRE),2010,Filly,Elnadim (USA),Fawaayid (USA),Richard Hannon,75,,,
Ambiance (IRE),2011,Colt,Camacho ,Thawrah (IRE),Roger Varian,103,,,
Ambion Wood (IRE),2006,Gelding,Oscar (IRE),Dorans Grove ,Victor Dartnall,,,142,
Ambitious Boy ,2009,Gelding,Striking Ambition ,Cherished Love (IRE),Andrew Hollinshead,77,,,
Ambitious Icarus ,2009,Gelding,Striking Ambition ,Nesting Box ,Richard Guest,80,,,
Ambivalent (IRE),2009,Filly,Authorized (IRE),Darrery ,Roger Varian,108,,,
Ambleside ,2010,Gelding,Cape Cross (IRE),Zarara (USA),Mark Johnston,80,,,
Ambrias Fury (IRE),2011,Colt,Thousand Words ,Ambria (ITY),Mick Channon,52,,,
Amelia Hull ,2010,Filly,Byron ,Sweetypie (IRE),Karen George,57,,,
Amelia Jay ,2010,Filly,Avonbridge ,Rainbow Spectrum (FR),Danielle McCormick,50,,,
Amen (IRE),2008,Gelding,Galileo (IRE),Kitza (IRE),Gary Moore,54,,94,
Amenable (IRE),2007,Gelding,Bertolini (USA),Graceful Air (IRE),Ann Stokell,72,62,,
American Kiss (SWE),2009,Filly,American Post ,Power Kiss (SWE),Robin Dickin,26,,,
American Legend (IRE),2008,Gelding,Presenting ,Coole Eile (IRE),Jonjo O'Neill,,,,110
American Life (FR),2007,Gelding,American Post ,Poplife (FR),Anthony Middleton,,,,102
American Lover (FR),2007,Filly,American Post ,Lovarisk (FR),John Wainwright,43,,,
American Spin ,2004,Gelding,Groom Dancer (USA),Sea Vixen ,Luke Dace,69,,126,
American Trilogy (IRE),2004,Gelding,Sendawar (IRE),Affaire Classee (FR),Dan Skelton,,,,131
Amethyst Dawn (IRE),2006,Filly,Act One ,A L'Aube (IRE),Alan McCabe,62,67,,
Amethyst Rose (IRE),2007,Filly,Beneficial ,Cap The Rose (IRE),Stuart Coltherd,,,,95
Amigo (FR),2007,Gelding,Ballingarry (IRE),Allez Y (FR),David Pipe,,,134,132
Aminah ,2010,Filly,Dubawi (IRE),Why Dubai (USA),Venetia Williams,59,,,
Amir Pasha (UAE),2005,Gelding,Halling (USA),Clarinda (IRE),Micky Hammond,48,,,105
Amirico (IRE),2005,Gelding,Lord Americo,Maori's Delight ,Richard Rowe,,,87,82
Amis Reunis ,2009,Filly,Bahamian Bounty ,Spring Clean (FR),Alan Berry,54,,,
Amistress ,2008,Filly,Kalanisi (IRE),Atwirl ,Renee Robeson,,,,102
Amnesia (IRE),2011,Filly,Invincible Spirit (IRE),Applauded (IRE),William Haggas,84,,,
Amno Dancer (IRE),2007,Gelding,Namid ,Special Dancer ,Keith Dalgleish,49,,,
Amontillado (IRE),2011,Filly,Pastoral Pursuits ,Almost Amber (USA),Richard Hannon,63,,,
Amood (IRE),2011,Colt,Elnadim (USA),Amanah (USA),Charles Hills,75,,,
Amoralist ,2009,Gelding,Tobougg (IRE),Ellablue ,Nikki Evans,,,,110
Amore Alato ,2009,Gelding,Winged Love (IRE),Sardagna (FR),Nick Williams,,,,127
Amore Mio (GER),2005,Gelding,Trempolino (USA),Amore (GER),Lucinda Russell,,,,105
Amosite ,2006,Filly,Central Park (IRE),Waterline Dancer (IRE),J. R. Jenkins,74,,,
Amour Daria (FR),2003,Gelding,Nikos,Ecluse (FR),Mrs D. Walton,,,55,
Amoya (GER),2007,Filly,Royal Dragon (USA),Arkona (GER),Philip McBride,70,,,
Ampleforth ,2008,Gelding,Pivotal ,Anna Amalia (IRE),Ian Williams,67,,,
Amralah (IRE),2010,Colt,Teofilo (IRE),Sharp Mode (USA),Mick Channon,92,,,
Amroth Bay ,2004,Gelding,Alflora (IRE),La Bella Villa ,Jennie Candlish,,,94,92
Amtired ,2006,Gelding,Beauchamp King ,Rising Talisker ,Marjorie Fife,56,59,,115
Amulet ,2010,Filly,Ishiguru (USA),Loveofmylife ,Eve Johnson Houghton,86,,,
Amuse Me ,2006,Gelding,Daylami (IRE),Have Fun ,Jonjo O'Neill,,,113,104
Amy Farah Fowler (IRE),2009,Filly,Oratorio (IRE),Fay (IRE),Martin Todhunter,43,,,
An Capall Mor (IRE),2006,Gelding,Flemensfirth (USA),Corravilla (IRE),John Quinn,,,100,
An Cat Dubh (IRE),2009,Gelding,One Cool Cat (USA),Bella Estella (GER),Tim Pitt,75,,,
An Chulainn (IRE),2011,Filly,Tamayuz ,Livius Lady (IRE),Mark Johnston,73,,,
An Spailpin Fanach (USA),2007,Gelding,Purge (USA),Wild Crazy Lady (USA),Paul Midgley,58,,,
Ana Shababiya (IRE),2010,Filly,Teofilo (IRE),Call Later (USA),Ismail Mohammed,68,,,
Anaconda (FR),2009,Gelding,Anabaa (USA),Porretta (IRE),Tom Dascombe,95,100,,
Anan ,2006,Gelding,Cape Cross (IRE),Hawafiz ,Kevin Morgan,65,,,
Anay Turge (FR),2005,Gelding,Turgeon (USA),Anayette (FR),Nigel Hawke,,,134,125
Anchoretta Eyre (IRE),2006,Filly,Endeavour (USA),Derry Lark (IRE),Fergal O'Brien,,,,86
Ancient Cross ,2004,Gelding,Machiavellian (USA),Magna Graecia (IRE),Michael Easterby,100,,,
Ancient Greece ,2007,Gelding,Pivotal ,Classicism (USA),George Baker,76,,,
Ancient Times (USA),2007,Gelding,Smart Strike (CAN),Histoire Sainte (FR),Philip Kirby,,,,80
And The Man ,2006,Gelding,Generous (IRE),Retro's Lady (IRE),Nicky Richards,,,114,
Anderiego (IRE),2008,Gelding,Invincible Spirit (IRE),Anna Frid (GER),David O'Meara,86,,,
Anderton (IRE),2010,Gelding,Invincible Spirit (IRE),Alarme Belle ,Richard Fahey,72,,,
Andhaar ,2006,Gelding,Bahri (USA),Deraasaat ,Richard Phillips,,,,115
Andiamo Via ,2007,Gelding,Mujahid (USA),Efizia ,Brian Ellison,55,,,
Andreas Answer (IRE),2004,Filly,Winged Love (IRE),Lady of Gortmerron (IRE),No current trainer,,,95,
Andreo Bambaleo ,2004,Gelding,Silver Patriarch (IRE),Time And A Place (IRE),Brian Ellison,,,,113
Andy Dandy (IRE),2011,Colt,Dandy Man (IRE),Chimay (IRE),Tom Dascombe,82,,,
Andy Kelly (IRE),2009,Gelding,Flemensfirth (USA),Fae Taylor (IRE),Emma Lavelle,,,,123
Andy Vic (IRE),2003,Gelding,Old Vic,Garranard Ros (IRE),Ian Brown,,,,90
Aneedh ,2010,Gelding,Lucky Story (USA),Seed Al Maha (USA),Jedd O'Keeffe,77,,,
Aneyeforaneye (IRE),2006,Filly,Definite Article ,Resolute Approach (IRE),Malcolm Jefferson,,,128,
Anfield ,2011,Filly,Captain Gerrard (IRE),Billie Holiday ,Mick Quinn,56,,,
Angel Cake (IRE),2009,Filly,Dark Angel (IRE),Royal Jelly ,Michael Appleby,60,,,
Angel Flores (IRE),2011,Filly,Art Connoisseur (IRE),Emmas Princess (IRE),Richard Fahey,71,,,
Angel Gabrial (IRE),2009,Gelding,Hurricane Run (IRE),Causeway Song (USA),Patrick Morris,89,,,
Angel Grigio ,2010,Filly,Dark Angel (IRE),Owdbetts (IRE),David O'Meara,43,,,
Angel Rosa ,2011,Filly,Multiplex ,Rosi Quest ,Keith Dalgleish,56,,,
Angel Way (IRE),2009,Filly,Trans Island ,Zilayah (USA),Mike Murphy,73,,,
Angelena Ballerina (IRE),2007,Filly,Indian Haven ,Nom Francais ,Sean Curran,57,,,
Angelic Upstart (IRE),2008,Gelding,Singspiel (IRE),Rada (IRE),Andrew Balding,76,,,
Angelito ,2009,Gelding,Primo Valentino (IRE),Supreme Angel ,Ed McMahon,76,,,
Angelo Poliziano ,2006,Gelding,Medicean ,Helen Sharp ,Jo Hughes,67,,,
Angelot du Berlais (FR),2009,Gelding,Poliglote ,Afragha (IRE),Dr Richard Newland,69,,,125
Angels Calling ,2010,Filly,Multiplex ,Angel Voices (IRE),John Weymes,58,55,,
Angels Pursuit (IRE),2007,Gelding,Pastoral Pursuits ,Midnight Angel ,Robert Cowell,82,,,
Angels Will Fall (IRE),2009,Filly,Acclamation ,Coconut Squeak ,Charles Hills,100,,,
Angilina ,2010,Filly,Teofilo (IRE),Finnmark ,Kevin Ryan,45,,,
Anginola (IRE),2009,Filly,Kodiac ,Lady Montekin,Laura Mongan,57,,,
Angles Hill (IRE),2007,Gelding,Heron Island (IRE),No Tails Told (IRE),Richard Woollacott,,,,125
Anglophile ,2011,Gelding,Dubawi (IRE),Anna Palariva (IRE),Charlie Appleby,80,,,
Angus Glens ,2010,Gelding,Dalakhani (IRE),Clara Bow (IRE),David Dennis,75,,,
Angus Mac Og (IRE),2011,Gelding,Elnadim (USA),Banba (IRE),Nigel Tinkler,25,,,
Angus Og ,2010,Gelding,Pastoral Pursuits ,Winter Moon ,John Weymes,84,,,
Anipa ,2011,Filly,Sea The Stars (IRE),Anna Amalia (IRE),Roger Varian,74,,,
Anjaal ,2011,Colt,Bahamian Bounty ,Ballymore Celebre (IRE),Richard Hannon,111,,,
Anjuna Beach (USA),2010,Colt,Artie Schiller (USA),Hidden Temper (USA),Gary Moore,61,,,
Annacotty (IRE),2008,Gelding,Beneficial ,Mini Moo Min ,Martin Keighley,,,130,
Annaley My Darling (IRE),2010,Filly,Shamardal (USA),Unreal ,Mark Rimmer,50,,,
Annalova ,2010,Filly,Araafa (IRE),Danalova ,Richard Fahey,39,,,
Annaluna (IRE),2009,Filly,Whipper (USA),Annaletta ,David Evans,58,56,,102
Annas Arch (IRE),2007,Gelding,Arch (USA),Lady Angharad (IRE),Alan Swinbank,71,,,122
Annas Pearl ,2010,Colt,Pivotal ,Mi Anna (GER),Ralph Beckett,92,,,
Annawi ,2010,Filly,Dubawi (IRE),Anna of Brunswick ,Henry Candy,81,,,
Annecdote ,2010,Filly,Lucky Story (USA),May Fox ,Jonathan Portman,107,,,
Annelko ,2007,Gelding,Sulamani (IRE),Creeking ,Michael Blake,,,,105
Annes Rocket (IRE),2005,Colt,Fasliyev (USA),Aguilas Perla (IRE),Jimmy Fox,68,58,,
Annes Valentino ,2010,Filly,Primo Valentino (IRE),Annie's Gift (IRE),Malcolm Jefferson,38,,,
Annia Galeria (IRE),2007,Filly,Antonius Pius (USA),Jay Gee (IRE),John Berry,49,,,
Annie Besant ,2010,Filly,Sir Percy ,Caribana ,Michael Mullineaux,46,,,
Annie Confidential (IRE),2003,Filly,Turtle Island (IRE),Black Ivor (USA),Pam Ford,,,71,
Annie Gogh ,2010,Filly,Dutch Art ,Spunger ,Tim Easterby,56,,,
Annies Fortune (IRE),2010,Filly,Montjeu (IRE),Semaphore ,Alan Jarvis,83,,,
Annies Rose ,2011,Filly,Captain Gerrard (IRE),Annie Harvey ,Bryan Smart,50,,,
Annimation (IRE),2004,Filly,Accordion,Euro Breeze (IRE),Lucy Jones,,,102,102
Annina (IRE),2010,Filly,Singspiel (IRE),Lysandra (IRE),Henry Candy,83,,,
Announcement ,2011,Filly,Proclamation (IRE),Anapola (GER),Ian Williams,76,,,
Annunciation ,2010,Colt,Proclamation (IRE),Rockburst ,Richard Hannon,99,,,
Anomaly ,2009,Gelding,Pivotal ,Anna Palariva (IRE),John Ferguson,89,,,
Another Citizen (IRE),2008,Gelding,Byron ,Royal Rival (IRE),Tim Easterby,74,,,
Another Claret ,2010,Gelding,Avonbridge ,Sylvan (IRE),Richard Fahey,51,,,
Another Cocktail ,2010,Gelding,Dalakhani (IRE),Yummy Mummy ,Hughie Morrison,91,,,
Another Dimension (IRE),2006,Gelding,Overbury (IRE),Freshwater (IRE),Rose Dobbin,,,,95
Another Flutter (IRE),2004,Gelding,Lahib (USA),Golden Fizz ,Matt Sheppard,,,108,98
Another For Joe ,2008,Gelding,Lomitas ,Anna Kalinka (GER),Jim Goldie,66,,,
Another Hero (IRE),2009,Gelding,Kalanisi (IRE),Storm Front (IRE),Jonjo O'Neill,,,,127
Another Kate (IRE),2004,Filly,Norwich,Cracking Kate (IRE),David Richards,,,105,
Another Mattie (IRE),2007,Gelding,Zagreb (USA),Silver Tassie (FR),N. W. Alexander,,,,112
Another Name (IRE),2010,Gelding,Red Clubs (IRE),Pure Gold ,Alan McCabe,48,,,
Another Royal ,2011,Filly,Byron ,Royal Punch ,Tim Easterby,58,,,
Another Sensation (FR),2009,Gelding,Martaline ,Powder Card (FR),Jonjo O'Neill,,,,128
Another Squeeze ,2008,Filly,Proclamation (IRE),Tight Squeeze ,Peter Hiatt,48,,,
Another Trump (NZ),2004,Gelding,Montjeu (IRE),She's A Trump (NZ),Jonjo O'Neill,,,,89
Another Try (IRE),2005,Gelding,Spinning World (USA),Mad Annie (USA),Alan Jarvis,66,,,
Another Wise Kid (IRE),2008,Gelding,Whipper (USA),Romancing ,Paul Midgley,86,,,
Anquetta (IRE),2004,Gelding,Anshan,Quetta (IRE),Nicky Henderson,,,139,
Anrheg ,2008,Filly,Diktat ,Dim Ots ,Dai Burchell,37,,,
Ansells Pride (IRE),2003,Gelding,King Charlemagne (USA),Accounting ,Bill Turner,57,,,
Anteros (IRE),2008,Gelding,Milan ,Sovereign Star (IRE),Sophie Leech,,,,122
Anticipated (IRE),2011,Colt,Whipper (USA),Foreplay (IRE),Richard Hannon,105,,,
Anton Chigurh ,2009,Gelding,Oasis Dream ,Barathiki ,Brendan Powell,83,,,
Anton Dolin (IRE),2008,Gelding,Danehill Dancer (IRE),Ski For Gold ,Dr Richard Newland,72,,,103
Antonio Gramsci ,2010,Gelding,Misu Bond (IRE),La Corujera ,David Barron,79,,,
Antonius ,2010,Gelding,Antonius Pius (USA),Queen of Poland (FR),Kristin Stubbs,52,,,
Antonius Caesar (FR),2003,Gelding,Mansonnien (FR),Kandania (FR),Alex Hales,,,94,
Antonius Lad (IRE),2007,Gelding,Antonius Pius (USA),Fey Lady (IRE),Paul Webber,,,,86
Any Currency (IRE),2003,Gelding,Moscow Society (USA),Native Bavard (IRE),Martin Keighley,,,132,
Any Given Day (IRE),2005,Gelding,Clodovil (IRE),Five of Wands ,Donald McCain,,,137,143
Any Given Moment (IRE),2006,Gelding,Alhaarth (IRE),Shastri (USA),Sandy Thomson,,,,109
Anya ,2009,Filly,Monsieur Bond (IRE),Dyanita ,Ed Walker,77,,,
Anyas Angel ,2011,Filly,Holy Roman Emperor (IRE),Someone's Angel (USA),David Simcock,46,,,
Anytimeatall (IRE),2011,Filly,Kodiac ,Under My Skin (IRE),Alan Bailey,62,60,,
Aomen Rock ,2010,Gelding,Rock of Gibraltar (IRE),Siren Sound ,James Fanshawe,67,,,
Apache (IRE),2008,Gelding,Galileo (IRE),Charroux (IRE),Brian Ellison,86,,,
Apache Blue (IRE),2004,Gelding,Presenting ,La Eile (IRE),John Wade,,,105,
Apache Dawn ,2004,Gelding,Pursuit of Love ,Taza ,Aytach Sadik,,,85,
Apache Glory (USA),2008,Filly,Cherokee Run (USA),Jumeirah Glory (USA),John Stimpson,73,,,
Apache Rising ,2010,Gelding,Sleeping Indian ,Distant Music ,Bryan Smart,68,75,,
Aphrodites Dream ,2010,Filly,Manduro (GER),Trick of Ace (USA),Derek Shaw,23,,,
Apollo dNegro (IRE),2008,Gelding,Fasliyev (USA),Special One ,Clive Cox,79,,,
Apollo Eleven (IRE),2009,Gelding,Manduro (GER),Arlesienne (IRE),Donald McCain,,,,112
Apolskapart (IRE),2008,Gelding,Red Ransom (USA),Polska (USA),Michael Smith,55,,,100
Apostle (IRE),2009,Gelding,Dark Angel (IRE),Rosy Dudley (IRE),David Simcock,85,,,
Apparently ,2010,Colt,New Approach (IRE),Illustrious Miss (USA),Charlie Appleby,75,,,
Appeal Denied (IRE),2002,Gelding,Lord of Appeal ,Cothu Na Slaine (IRE),Sandy Forster,,,62,
Appease ,2009,Gelding,Oasis Dream ,Penchee ,Richard Hannon,77,,,
Applejack Lad ,2011,Gelding,Three Valleys (USA),Fittonia (FR),John Ryan,75,,,
Appointee (IRE),2009,Filly,Exceed And Excel (AUS),Anna Wi'yaak (JPN),Robert Cowell,66,,,
Approach The West (IRE),2011,Filly,New Approach (IRE),Damsel ,James Tate,74,,,
Appyjack ,2008,Gelding,Royal Applause ,Petrikov (IRE),Tony Carroll,45,,,
Apricot Sky ,2010,Gelding,Pastoral Pursuits ,Miss Apricot ,Henry Candy,74,,,
April Ciel ,2009,Gelding,Septieme Ciel (USA),By Definition (IRE),Ronald Harris,65,62,,
Aptitude ,2011,Filly,With Approval (CAN),Moi Aussi (USA),Tobias B. P. Coles,54,,,
Aqlaam Vision ,2011,Filly,Aqlaam ,Dream Vision (USA),Clive Brittain,94,,,
Aqua Ardens (GER),2008,Gelding,Nayef (USA),Arduinna (GER),George Baker,71,,,
Aquarian Spirit ,2007,Gelding,Fantastic Light (USA),Notable Lady (IRE),Richard Fahey,54,,,
Aquatinta (GER),2010,Filly,Samum (GER),Arpista (GER),Clive Cox,100,,,
Aquilla (IRE),2009,Filly,Teofilo (IRE),Dance Troupe ,David Simcock,97,,,
Arab Dawn ,2011,Colt,Dalakhani (IRE),Victoire Celebre (USA),Hughie Morrison,66,,,
Arab League (IRE),2005,Gelding,Dubai Destination (USA),Johnny And Clyde (USA),David Pipe,,,,134
Arabda ,2011,Filly,Elnadim (USA),Ghizlaan (USA),Mark Johnston,66,,,
Arabela (IRE),2009,Filly,Medicean ,Arameen (IRE),James Unett,58,,,
Arabian Comet (IRE),2011,Filly,Dubawi (IRE),Aviacion (BRZ),William Haggas,68,,,
Arabian Flight ,2009,Filly,Exceed And Excel (AUS),Emirates First (IRE),Michael Appleby,49,60,,
Arabian Heights ,2008,Gelding,Araafa (IRE),Makhsusah (IRE),Ian Williams,78,,,99
Arabian Star (IRE),2008,Gelding,Green Desert (USA),Kassiopeia (IRE),Alan McCabe,69,,,
Arabian Sunset (IRE),2011,Filly,Dubawi (IRE),Summer Sunset (IRE),Brendan Powell,53,,,
Arachnophobia (IRE),2006,Gelding,Redback ,La Mata (IRE),Martin Bosley,47,52,,
Araldur (FR),2004,Gelding,Spadoun (FR),Aimessa (FR),Alan King,,,,138
Aramadyh ,2011,Filly,Authorized (IRE),Swift Dispersal ,James Tate,68,,,
Aramist (IRE),2010,Gelding,Aussie Rules (USA),Mistic Sun ,Alan Swinbank,73,,,
Arantes ,2011,Colt,Sixties Icon ,Black Opal ,Mick Channon,76,,,
Araqella (IRE),2010,Filly,Oasis Dream ,Bourbonella ,William Haggas,78,,,
